"url","source_pages","status","final_url","content_type","result","checked_at","notes"
"https://disk.yandex.ru/i/Ks_GoZKXuLa_Ng","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6em9FYUJwbmhnQQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/LJ00SIUHboCguw","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6NzlpVFZNMHlFZw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/MI5zvKbxQshENA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6NG1JY2JWMzJ6dw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/NHxkxaYPRGVmQA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6dmFqb2c2TFRCUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/TjmXy3uwOO9rKA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6U05zQUhrRlg0Zw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/Uf3uiEhmIuGP3g","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6X0tkMnk4Tmc2UQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/V7-twj1wjPMshw","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6UzVvYkZSTHVvQQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/VhP7Yamvv7aZhg","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6Z0E0QVQyWFRDUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/WJi-qcHQ4l6BvQ","/obuchenie","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6WHJubjktVjhrdw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/Y_xmSPC6ahXHLg","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6SmlRLWZfZlo3Zw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/cIieQg2vI4AmVA","/obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/kip","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6Y0p5SmY0TWZOUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/fQmn3PsfxVYYUA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6NW9wZkswWm95Zw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/hA_QnsCIUzHvFg","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6LXdYX2wySU5adw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/hHcuuYbyiQl77Q","/obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/kip","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6MWhfclN5NDV1dw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/hQFBJM62A-8OhA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6bUZKMlQxNXF4QQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/mfQjb-dgvlPtgw","/obuchenie; /obuchenie/elektromonter","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6emtHak14d3RGdw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/nkjibAdV5VlmMg","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6UUZhRzFqQWVFUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/nmxclBkSig1ZOA","/obuchenie","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6cERzNnVVSmlYQQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/pBt_Q_O7CNIi7Q","/obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/kip","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6ZWNyTm9seHpXUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/q-APhfyyGmmjkQ","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6Wi1TZWVmVlA4UQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/r4gkQe1fdq5XPw","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6QWFQQ0pXWHc2Zw","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/sxTuHQ3UKl-usA","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6bEtza1ZaeEJhQQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/tp3Wws5LDcmAFw","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6UE96cWYweUFxQQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://disk.yandex.ru/i/uBklEqwNZweuzg","/obo-mne/metodicheskaya-rabota","200","https://docs.yandex.ru/view/d/UB48nT2lbbDxkg4AkeXgvSPegnqahzm72s0qoIz-cKg6dUh5Z1J2NUtFUQ","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://dobro.ru/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://dobro.ru/","text/html; charset=utf-8","200_ok","2026-09-14",""
"https://minobr.donland.ru/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","0","https://minobr.donland.ru/","","not_confirmed","2026-09-14","HTTP Error 403: Forbidden"
"https://sit-salsk.ru","/","200","https://sit-salsk.ru","text/html; charset=UTF-8","200_ok","2026-09-14",""
"https://sit-salsk.ru/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://sit-salsk.ru/","text/html; charset=UTF-8","200_ok","2026-09-14",""
"https://sit-salsk.ru/?p=15146","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://sit-salsk.ru/?p=15146","text/html; charset=UTF-8","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2013/10/Реализуемые-программы-подготовки-на-2021-22-год.docx","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2013/10/%D0%A0%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D1%83%D0%B5%D0%BC%D1%8B%D0%B5-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D1%8B-%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BA%D0%B8-%D0%BD%D0%B0-2021-22-%D0%B3%D0%BE%D0%B4.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Контрольные-цифры-приема-2022-2023.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9A%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%86%D0%B8%D1%84%D1%80%D1%8B-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-2022-2023.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Положение-о-возникновении-приостановлении-и-прекращении.pdf","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE-%D0%B2%D0%BE%D0%B7%D0%BD%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B8-%D0%BF%D1%80%D0%B8%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8-%D0%B8-%D0%BF%D1%80%D0%B5%D0%BA%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B8.pdf","application/pdf","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Положение-о-возникновении-приостановлении.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE-%D0%B2%D0%BE%D0%B7%D0%BD%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B8-%D0%BF%D1%80%D0%B8%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Правила-приема-2022-2023-титульный-лист.pdf","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-2022-2023-%D1%82%D0%B8%D1%82%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BB%D0%B8%D1%81%D1%82.pdf","application/pdf","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Правила-приема-2022-2023-титульный-лист.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-2022-2023-%D1%82%D0%B8%D1%82%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BB%D0%B8%D1%81%D1%82.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Правила-приема-2022-2023.pdf","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-2022-2023.pdf","application/pdf","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Правила-приема-2022-2023.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-2022-2023.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Приказ-от-15.02.2022-№17-Об-утверждении-Правил-приема-на-обучение-....pdf","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-%D0%BE%D1%82-15.02.2022-%E2%84%9617-%D0%9E%D0%B1-%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8-%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-....pdf","application/pdf","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Приказ-от-15.02.2022-№17-Об-утверждении-Правил-приема-на-обучение.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-%D0%BE%D1%82-15.02.2022-%E2%84%9617-%D0%9E%D0%B1-%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8-%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Приказ-№53-Об-утверждении-состава-и-плана-работы-приемной-комиссии-27.05.2021-с-эл.-подписью.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-%E2%84%9653-%D0%9E%D0%B1-%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B0-%D0%B8-%D0%BF%D0%BB%D0%B0%D0%BD%D0%B0-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%BD%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D0%B8-27.05.2021-%D1%81-%D1%8D%D0%BB.-%D0%BF%D0%BE%D0%B4%D0%BF%D0%B8%D1%81%D1%8C%D1%8E.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/Приказ-№53-Об-утверждении-состава-и-плана-работы-приемной-комиссии-27.05.2021.zip","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-%E2%84%9653-%D0%9E%D0%B1-%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B0-%D0%B8-%D0%BF%D0%BB%D0%B0%D0%BD%D0%B0-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%BD%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D0%B8-27.05.2021.zip","application/zip","200_ok","2026-09-14",""
"https://sit-salsk.ru/wp-content/uploads/2014/09/количество-мест-для-приема-на-2022-2023-учебный-год.pdf","/abiturientu/dokumentatsiya","200","https://sit-salsk.ru/wp-content/uploads/2014/09/%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE-%D0%BC%D0%B5%D1%81%D1%82-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0-2022-2023-%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9-%D0%B3%D0%BE%D0%B4.pdf","application/pdf","200_ok","2026-09-14",""
"https://t.me/Neuro_Animation_Studio","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://t.me/Neuro_Animation_Studio","text/html; charset=utf-8","200_ok","2026-09-14",""
"https://vk.com/id514588431","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://m.vk.com/id514588431","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://vk.com/sitsalsksit","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://m.vk.com/public121181217","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
"https://донмолодой.рф/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://xn--d1aapgefgcbb.xn--p1ai/","text/html; charset=UTF-8","200_ok","2026-09-14",""
"https://живунадону.рф/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://xn--80adhfk5ach5bf.xn--p1ai/","text/html; charset=UTF-8","200_ok","2026-09-14",""
"https://эос.сит-сальск.рф/","/; /abiturientu; /obo-mne/dostizheniya; /obo-mne/metodicheskaya-rabota; /obuchenie; /obuchenie/elektromonter; /obuchenie/kip","200","https://xn--n1ag8a.xn----8sbwke6acce8h.xn--p1ai/login/index.php","text/html; charset=utf-8","200_after_redirect","2026-09-14","Target changed during request; update stored target only after editorial confirmation"
